quota,instcd,brcd,Cat,SubCat,TSeat,stcd1,stcd2,stcd3,stcd4,stcd5,stcd6,stcd7,stcd8,stcd9,stcd10
HS,NGO,ECE,SC,PH,0,GO,DN,DD,LD,,,,,,
HS,NGO,ECE,ST,NO,1,GO,DN,DD,LD,,,,,,
HS,NGO,ECE,ST,PH,0,GO,DN,DD,LD,,,,,,
HS,NGO,ECE,BC,NO,4,GO,DN,DD,LD,,,,,,
HS,NGO,ECE,BC,PH,0,GO,DN,DD,LD,,,,,,
OS,NGO,ECE,OP,NO,7,GO,DN,DD,LD,,,,,,
OS,NGO,ECE,OP,PH,1,GO,DN,DD,LD,,,,,,
OS,NGO,ECE,SC,NO,2,GO,DN,DD,LD,,,,,,
OS,NGO,ECE,SC,PH,0,GO,DN,DD,LD,,,,,,
OS,NGO,ECE,ST,NO,1,GO,DN,DD,LD,,,,,,
OS,NGO,ECE,ST,PH,0,GO,DN,DD,LD,,,,,,
OS,NGO,ECE,BC,NO,4,GO,DN,DD,LD,,,,,,
OS,NGO,ECE,BC,PH,0,GO,DN,DD,LD,,,,,,
HS,NGO,EEE,OP,NO,7,GO,DN,DD,LD,,,,,,
HS,NGO,EEE,OP,PH,0,GO,DN,DD,LD,,,,,,
HS,NGO,EEE,SC,NO,2,GO,DN,DD,LD,,,,,,
HS,NGO,EEE,SC,PH,0,GO,DN,DD,LD,,,,,,
HS,NGO,EEE,ST,NO,2,GO,DN,DD,LD,,,,,,
HS,NGO,EEE,ST,PH,0,GO,DN,DD,LD,,,,,,
HS,NGO,EEE,BC,NO,4,GO,DN,DD,LD,,,,,,
HS,NGO,EEE,BC,PH,0,GO,DN,DD,LD,,,,,,
OS,NGO,EEE,OP,NO,7,GO,DN,DD,LD,,,,,,
OS,NGO,EEE,OP,PH,0,GO,DN,DD,LD,,,,,,
OS,NGO,EEE,SC,NO,3,GO,DN,DD,LD,,,,,,
OS,NGO,EEE,SC,PH,0,GO,DN,DD,LD,,,,,,
OS,NGO,EEE,ST,NO,1,GO,DN,DD,LD,,,,,,
OS,NGO,EEE,ST,PH,0,GO,DN,DD,LD,,,,,,
OS,NGO,EEE,BC,NO,3,GO,DN,DD,LD,,,,,,
OS,NGO,EEE,BC,PH,1,GO,DN,DD,LD,,,,,,
HS,NHA,ARC,OP,NO,11,HP,,,,,,,,,
HS,NHA,ARC,OP,PH,1,HP,,,,,,,,,
HS,NHA,ARC,SC,NO,3,HP,,,,,,,,,
HS,NHA,ARC,SC,PH,0,HP,,,,,,,,,
HS,NHA,ARC,ST,NO,2,HP,,,,,,,,,
HS,NHA,ARC,ST,PH,0,HP,,,,,,,,,
HS,NHA,ARC,BC,NO,6,HP,,,,,,,,,
HS,NHA,ARC,BC,PH,0,HP,,,,,,,,,
OS,NHA,ARC,OP,NO,11,HP,,,,,,,,,
OS,NHA,ARC,OP,PH,1,HP,,,,,,,,,
OS,NHA,ARC,SC,NO,3,HP,,,,,,,,,
OS,NHA,ARC,SC,PH,0,HP,,,,,,,,,
OS,NHA,ARC,ST,NO,2,HP,,,,,,,,,
OS,NHA,ARC,ST,PH,0,HP,,,,,,,,,
OS,NHA,ARC,BC,NO,6,HP,,,,,,,,,
OS,NHA,ARC,BC,PH,0,HP,,,,,,,,,
HS,NHA,MCE,OP,NO,14,HP,,,,,,,,,
HS,NHA,MCE,OP,PH,1,HP,,,,,,,,,
HS,NHA,MCE,SC,NO,5,HP,,,,,,,,,
HS,NHA,MCE,SC,PH,0,HP,,,,,,,,,
HS,NHA,MCE,ST,NO,2,HP,,,,,,,,,
HS,NHA,MCE,ST,PH,0,HP,,,,,,,,,
HS,NHA,MCE,BC,NO,8,HP,,,,,,,,,
HS,NHA,MCE,BC,PH,0,HP,,,,,,,,,
OS,NHA,MCE,OP,NO,14,HP,,,,,,,,,
OS,NHA,MCE,OP,PH,1,HP,,,,,,,,,
OS,NHA,MCE,SC,NO,4,HP,,,,,,,,,
OS,NHA,MCE,SC,PH,0,HP,,,,,,,,,
OS,NHA,MCE,ST,NO,2,HP,,,,,,,,,
OS,NHA,MCE,ST,PH,0,HP,,,,,,,,,
OS,NHA,MCE,BC,NO,9,HP,,,,,,,,,
OS,NHA,MCE,BC,PH,0,HP,,,,,,,,,
HS,NHA,CHE,OP,NO,15,HP,,,,,,,,,
HS,NHA,CHE,OP,PH,0,HP,,,,,,,,,
HS,NHA,CHE,SC,NO,4,HP,,,,,,,,,
HS,NHA,CHE,SC,PH,1,HP,,,,,,,,,
HS,NHA,CHE,ST,NO,2,HP,,,,,,,,,
HS,NHA,CHE,ST,PH,0,HP,,,,,,,,,
HS,NHA,CHE,BC,NO,8,HP,,,,,,,,,
HS,NHA,CHE,BC,PH,0,HP,,,,,,,,,
OS,NHA,CHE,OP,NO,15,HP,,,,,,,,,
OS,NHA,CHE,OP,PH,1,HP,,,,,,,,,
OS,NHA,CHE,SC,NO,4,HP,,,,,,,,,
OS,NHA,CHE,SC,PH,0,HP,,,,,,,,,
OS,NHA,CHE,ST,NO,2,HP,,,,,,,,,
OS,NHA,CHE,ST,PH,0,HP,,,,,,,,,
OS,NHA,CHE,BC,NO,8,HP,,,,,,,,,
OS,NHA,CHE,BC,PH,0,HP,,,,,,,,,
HS,NHA,CIV,OP,NO,23,HP,,,,,,,,,
HS,NHA,CIV,OP,PH,0,HP,,,,,,,,,
HS,NHA,CIV,SC,NO,6,HP,,,,,,,,,
HS,NHA,CIV,SC,PH,1,HP,,,,,,,,,
HS,NHA,CIV,ST,NO,4,HP,,,,,,,,,
HS,NHA,CIV,ST,PH,0,HP,,,,,,,,,
HS,NHA,CIV,BC,NO,12,HP,,,,,,,,,
HS,NHA,CIV,BC,PH,0,HP,,,,,,,,,
OS,NHA,CIV,OP,NO,22,HP,,,,,,,,,
OS,NHA,CIV,OP,PH,1,HP,,,,,,,,,
OS,NHA,CIV,SC,NO,7,HP,,,,,,,,,
OS,NHA,CIV,SC,PH,0,HP,,,,,,,,,
OS,NHA,CIV,ST,NO,3,HP,,,,,,,,,
OS,NHA,CIV,ST,PH,0,HP,,,,,,,,,
OS,NHA,CIV,BC,NO,12,HP,,,,,,,,,
OS,NHA,CIV,BC,PH,1,HP,,,,,,,,,
HS,NHA,CSE,OP,NO,22,HP,,,,,,,,,
HS,NHA,CSE,OP,PH,1,HP,,,,,,,,,
HS,NHA,CSE,SC,NO,7,HP,,,,,,,,,
HS,NHA,CSE,SC,PH,0,HP,,,,,,,,,
HS,NHA,CSE,ST,NO,3,HP,,,,,,,,,
HS,NHA,CSE,ST,PH,0,HP,,,,,,,,,
HS,NHA,CSE,BC,NO,12,HP,,,,,,,,,
HS,NHA,CSE,BC,PH,1,HP,,,,,,,,,
OS,NHA,CSE,OP,NO,23,HP,,,,,,,,,
OS,NHA,CSE,OP,PH,0,HP,,,,,,,,,
OS,NHA,CSE,SC,NO,7,HP,,,,,,,,,
OS,NHA,CSE,SC,PH,0,HP,,,,,,,,,
OS,NHA,CSE,ST,NO,4,HP,,,,,,,,,
OS,NHA,CSE,ST,PH,0,HP,,,,,,,,,
OS,NHA,CSE,BC,NO,12,HP,,,,,,,,,
OS,NHA,CSE,BC,PH,0,HP,,,,,,,,,
HS,NHA,ECE,OP,NO,23,HP,,,,,,,,,
HS,NHA,ECE,OP,PH,0,HP,,,,,,,,,
HS,NHA,ECE,SC,NO,7,HP,,,,,,,,,
HS,NHA,ECE,SC,PH,0,HP,,,,,,,,,
HS,NHA,ECE,ST,NO,4,HP,,,,,,,,,
HS,NHA,ECE,ST,PH,0,HP,,,,,,,,,
HS,NHA,ECE,BC,NO,12,HP,,,,,,,,,
HS,NHA,ECE,BC,PH,0,HP,,,,,,,,,
OS,NHA,ECE,OP,NO,23,HP,,,,,,,,,
OS,NHA,ECE,OP,PH,1,HP,,,,,,,,,
OS,NHA,ECE,SC,NO,7,HP,,,,,,,,,
OS,NHA,ECE,SC,PH,0,HP,,,,,,,,,
OS,NHA,ECE,ST,NO,3,HP,,,,,,,,,
OS,NHA,ECE,ST,PH,0,HP,,,,,,,,,
OS,NHA,ECE,BC,NO,12,HP,,,,,,,,,
OS,NHA,ECE,BC,PH,1,HP,,,,,,,,,
HS,NHA,EEE,OP,NO,23,HP,,,,,,,,,
HS,NHA,EEE,OP,PH,0,HP,,,,,,,,,
HS,NHA,EEE,SC,NO,7,HP,,,,,,,,,
HS,NHA,EEE,SC,PH,0,HP,,,,,,,,,
HS,NHA,EEE,ST,NO,3,HP,,,,,,,,,
HS,NHA,EEE,ST,PH,0,HP,,,,,,,,,
HS,NHA,EEE,BC,NO,12,HP,,,,,,,,,
HS,NHA,EEE,BC,PH,1,HP,,,,,,,,,
OS,NHA,EEE,OP,NO,22,HP,,,,,,,,,
OS,NHA,EEE,OP,PH,1,HP,,,,,,,,,
OS,NHA,EEE,SC,NO,6,HP,,,,,,,,,
OS,NHA,EEE,SC,PH,1,HP,,,,,,,,,
OS,NHA,EEE,ST,NO,4,HP,,,,,,,,,
OS,NHA,EEE,ST,PH,0,HP,,,,,,,,,
OS,NHA,EEE,BC,NO,12,HP,,,,,,,,,
OS,NHA,EEE,BC,PH,0,HP,,,,,,,,,
HS,NHA,MEC,OP,NO,23,HP,,,,,,,,,
HS,NHA,MEC,OP,PH,0,HP,,,,,,,,,
HS,NHA,MEC,SC,NO,7,HP,,,,,,,,,
HS,NHA,MEC,SC,PH,0,HP,,,,,,,,,
HS,NHA,MEC,ST,NO,3,HP,,,,,,,,,
HS,NHA,MEC,ST,PH,1,HP,,,,,,,,,
HS,NHA,MEC,BC,NO,12,HP,,,,,,,,,
HS,NHA,MEC,BC,PH,1,HP,,,,,,,,,
OS,NHA,MEC,OP,NO,23,HP,,,,,,,,,
OS,NHA,MEC,OP,PH,1,HP,,,,,,,,,
OS,NHA,MEC,SC,NO,7,HP,,,,,,,,,
OS,NHA,MEC,SC,PH,0,HP,,,,,,,,,
OS,NHA,MEC,ST,NO,3,HP,,,,,,,,,
OS,NHA,MEC,ST,PH,0,HP,,,,,,,,,
OS,NHA,MEC,BC,NO,12,HP,,,,,,,,,
OS,NHA,MEC,BC,PH,0,HP,,,,,,,,,
HS,NJI,ARC,OP,NO,15,RJ,,,,,,,,,
HS,NJI,ARC,OP,PH,0,RJ,,,,,,,,,
HS,NJI,ARC,SC,NO,4,RJ,,,,,,,,,
HS,NJI,ARC,SC,PH,0,RJ,,,,,,,,,
HS,NJI,ARC,ST,NO,2,RJ,,,,,,,,,
HS,NJI,ARC,ST,PH,1,RJ,,,,,,,,,
HS,NJI,ARC,BC,NO,9,RJ,,,,,,,,,
HS,NJI,ARC,BC,PH,0,RJ,,,,,,,,,
OS,NJI,ARC,OP,NO,15,RJ,,,,,,,,,
OS,NJI,ARC,OP,PH,1,RJ,,,,,,,,,
OS,NJI,ARC,SC,NO,5,RJ,,,,,,,,,
OS,NJI,ARC,SC,PH,0,RJ,,,,,,,,,
OS,NJI,ARC,ST,NO,2,RJ,,,,,,,,,
OS,NJI,ARC,ST,PH,0,RJ,,,,,,,,,
OS,NJI,ARC,BC,NO,8,RJ,,,,,,,,,
OS,NJI,ARC,BC,PH,0,RJ,,,,,,,,,
HS,NJI,CHE,OP,NO,22,RJ,,,,,,,,,
HS,NJI,CHE,OP,PH,1,RJ,,,,,,,,,
HS,NJI,CHE,SC,NO,7,RJ,,,,,,,,,
HS,NJI,CHE,SC,PH,0,RJ,,,,,,,,,
HS,NJI,CHE,ST,NO,3,RJ,,,,,,,,,
HS,NJI,CHE,ST,PH,0,RJ,,,,,,,,,
HS,NJI,CHE,BC,NO,13,RJ,,,,,,,,,
HS,NJI,CHE,BC,PH,0,RJ,,,,,,,,,
OS,NJI,CHE,OP,NO,23,RJ,,,,,,,,,
OS,NJI,CHE,OP,PH,0,RJ,,,,,,,,,
OS,NJI,CHE,SC,NO,6,RJ,,,,,,,,,
OS,NJI,CHE,SC,PH,1,RJ,,,,,,,,,
OS,NJI,CHE,ST,NO,4,RJ,,,,,,,,,
OS,NJI,CHE,ST,PH,0,RJ,,,,,,,,,
OS,NJI,CHE,BC,NO,12,RJ,,,,,,,,,
OS,NJI,CHE,BC,PH,0,RJ,,,,,,,,,
HS,NJI,CIV,OP,NO,22,RJ,,,,,,,,,
HS,NJI,CIV,OP,PH,1,RJ,,,,,,,,,
HS,NJI,CIV,SC,NO,7,RJ,,,,,,,,,
HS,NJI,CIV,SC,PH,0,RJ,,,,,,,,,
HS,NJI,CIV,ST,NO,3,RJ,,,,,,,,,
HS,NJI,CIV,ST,PH,0,RJ,,,,,,,,,
HS,NJI,CIV,BC,NO,12,RJ,,,,,,,,,
HS,NJI,CIV,BC,PH,1,RJ,,,,,,,,,
OS,NJI,CIV,OP,NO,23,RJ,,,,,,,,,
OS,NJI,CIV,OP,PH,0,RJ,,,,,,,,,
OS,NJI,CIV,SC,NO,7,RJ,,,,,,,,,
OS,NJI,CIV,SC,PH,0,RJ,,,,,,,,,
OS,NJI,CIV,ST,NO,3,RJ,,,,,,,,,
OS,NJI,CIV,ST,PH,1,RJ,,,,,,,,,
OS,NJI,CIV,BC,NO,12,RJ,,,,,,,,,
OS,NJI,CIV,BC,PH,0,RJ,,,,,,,,,
HS,NJI,CSE,OP,NO,22,RJ,,,,,,,,,
HS,NJI,CSE,OP,PH,1,RJ,,,,,,,,,
HS,NJI,CSE,SC,NO,7,RJ,,,,,,,,,
HS,NJI,CSE,SC,PH,0,RJ,,,,,,,,,
HS,NJI,CSE,ST,NO,4,RJ,,,,,,,,,
HS,NJI,CSE,ST,PH,0,RJ,,,,,,,,,
HS,NJI,CSE,BC,NO,12,RJ,,,,,,,,,
HS,NJI,CSE,BC,PH,0,RJ,,,,,,,,,
OS,NJI,CSE,OP,NO,23,RJ,,,,,,,,,
OS,NJI,CSE,OP,PH,1,RJ,,,,,,,,,
OS,NJI,CSE,SC,NO,7,RJ,,,,,,,,,
OS,NJI,CSE,SC,PH,0,RJ,,,,,,,,,
OS,NJI,CSE,ST,NO,3,RJ,,,,,,,,,
OS,NJI,CSE,ST,PH,0,RJ,,,,,,,,,
OS,NJI,CSE,BC,NO,12,RJ,,,,,,,,,
OS,NJI,CSE,BC,PH,1,RJ,,,,,,,,,
HS,NJI,ECE,OP,NO,23,RJ,,,,,,,,,
HS,NJI,ECE,OP,PH,1,RJ,,,,,,,,,
HS,NJI,ECE,SC,NO,7,RJ,,,,,,,,,
HS,NJI,ECE,SC,PH,0,RJ,,,,,,,,,
HS,NJI,ECE,ST,NO,4,RJ,,,,,,,,,
HS,NJI,ECE,ST,PH,0,RJ,,,,,,,,,
HS,NJI,ECE,BC,NO,12,RJ,,,,,,,,,
HS,NJI,ECE,BC,PH,0,RJ,,,,,,,,,
OS,NJI,ECE,OP,NO,23,RJ,,,,,,,,,
OS,NJI,ECE,OP,PH,0,RJ,,,,,,,,,
OS,NJI,ECE,SC,NO,7,RJ,,,,,,,,,
OS,NJI,ECE,SC,PH,0,RJ,,,,,,,,,
OS,NJI,ECE,ST,NO,3,RJ,,,,,,,,,
OS,NJI,ECE,ST,PH,0,RJ,,,,,,,,,
OS,NJI,ECE,BC,NO,12,RJ,,,,,,,,,
OS,NJI,ECE,BC,PH,1,RJ,,,,,,,,,
HS,NJI,ELE,OP,NO,23,RJ,,,,,,,,,
HS,NJI,ELE,OP,PH,0,RJ,,,,,,,,,
HS,NJI,ELE,SC,NO,6,RJ,,,,,,,,,
HS,NJI,ELE,SC,PH,1,RJ,,,,,,,,,
HS,NJI,ELE,ST,NO,3,RJ,,,,,,,,,
HS,NJI,ELE,ST,PH,0,RJ,,,,,,,,,
HS,NJI,ELE,BC,NO,12,RJ,,,,,,,,,
HS,NJI,ELE,BC,PH,1,RJ,,,,,,,,,
OS,NJI,ELE,OP,NO,22,RJ,,,,,,,,,
OS,NJI,ELE,OP,PH,1,RJ,,,,,,,,,
OS,NJI,ELE,SC,NO,7,RJ,,,,,,,,,
OS,NJI,ELE,SC,PH,0,RJ,,,,,,,,,
OS,NJI,ELE,ST,NO,4,RJ,,,,,,,,,
OS,NJI,ELE,ST,PH,0,RJ,,,,,,,,,
OS,NJI,ELE,BC,NO,13,RJ,,,,,,,,,
OS,NJI,ELE,BC,PH,0,RJ,,,,,,,,,
HS,NJI,MEC,OP,NO,23,RJ,,,,,,,,,
HS,NJI,MEC,OP,PH,0,RJ,,,,,,,,,
HS,NJI,MEC,SC,NO,7,RJ,,,,,,,,,
HS,NJI,MEC,SC,PH,0,RJ,,,,,,,,,
HS,NJI,MEC,ST,NO,3,RJ,,,,,,,,,
HS,NJI,MEC,ST,PH,0,RJ,,,,,,,,,
HS,NJI,MEC,BC,NO,13,RJ,,,,,,,,,
HS,NJI,MEC,BC,PH,1,RJ,,,,,,,,,
OS,NJI,MEC,OP,NO,22,RJ,,,,,,,,,
OS,NJI,MEC,OP,PH,1,RJ,,,,,,,,,
OS,NJI,MEC,SC,NO,6,RJ,,,,,,,,,
OS,NJI,MEC,SC,PH,1,RJ,,,,,,,,,
OS,NJI,MEC,ST,NO,4,RJ,,,,,,,,,
OS,NJI,MEC,ST,PH,0,RJ,,,,,,,,,
OS,NJI,MEC,BC,NO,12,RJ,,,,,,,,,
OS,NJI,MEC,BC,PH,0,RJ,,,,,,,,,
HS,NJI,MLE,OP,NO,22,RJ,,,,,,,,,
HS,NJI,MLE,OP,PH,1,RJ,,,,,,,,,
HS,NJI,MLE,SC,NO,6,RJ,,,,,,,,,
HS,NJI,MLE,SC,PH,1,RJ,,,,,,,,,
HS,NJI,MLE,ST,NO,4,RJ,,,,,,,,,
HS,NJI,MLE,ST,PH,0,RJ,,,,,,,,,
HS,NJI,MLE,BC,NO,12,RJ,,,,,,,,,
HS,NJI,MLE,BC,PH,0,RJ,,,,,,,,,
OS,NJI,MLE,OP,NO,22,RJ,,,,,,,,,
OS,NJI,MLE,OP,PH,1,RJ,,,,,,,,,
OS,NJI,MLE,SC,NO,7,RJ,,,,,,,,,
OS,NJI,MLE,SC,PH,0,RJ,,,,,,,,,
OS,NJI,MLE,ST,NO,3,RJ,,,,,,,,,
OS,NJI,MLE,ST,PH,0,RJ,,,,,,,,,
OS,NJI,MLE,BC,NO,13,RJ,,,,,,,,,
OS,NJI,MLE,BC,PH,0,RJ,,,,,,,,,
HS,NJL,BOT,OP,NO,12,PB,,,,,,,,,
HS,NJL,BOT,OP,PH,0,PB,,,,,,,,,
HS,NJL,BOT,SC,NO,3,PB,,,,,,,,,
HS,NJL,BOT,SC,PH,0,PB,,,,,,,,,
HS,NJL,BOT,ST,NO,2,PB,,,,,,,,,
HS,NJL,BOT,ST,PH,0,PB,,,,,,,,,
HS,NJL,BOT,BC,NO,5,PB,,,,,,,,,
HS,NJL,BOT,BC,PH,1,PB,,,,,,,,,
OS,NJL,BOT,OP,NO,11,PB,,,,,,,,,
OS,NJL,BOT,OP,PH,1,PB,,,,,,,,,
OS,NJL,BOT,SC,NO,3,PB,,,,,,,,,
OS,NJL,BOT,SC,PH,0,PB,,,,,,,,,
OS,NJL,BOT,ST,NO,2,PB,,,,,,,,,
OS,NJL,BOT,ST,PH,0,PB,,,,,,,,,
OS,NJL,BOT,BC,NO,6,PB,,,,,,,,,
OS,NJL,BOT,BC,PH,0,PB,,,,,,,,,
HS,NJL,CHE,OP,NO,23,PB,,,,,,,,,
HS,NJL,CHE,OP,PH,1,PB,,,,,,,,,
HS,NJL,CHE,SC,NO,6,PB,,,,,,,,,
HS,NJL,CHE,SC,PH,0,PB,,,,,,,,,
HS,NJL,CHE,ST,NO,3,PB,,,,,,,,,
HS,NJL,CHE,ST,PH,0,PB,,,,,,,,,
HS,NJL,CHE,BC,NO,13,PB,,,,,,,,,
HS,NJL,CHE,BC,PH,0,PB,,,,,,,,,
OS,NJL,CHE,OP,NO,23,PB,,,,,,,,,
OS,NJL,CHE,OP,PH,0,PB,,,,,,,,,
OS,NJL,CHE,SC,NO,6,PB,,,,,,,,,
OS,NJL,CHE,SC,PH,1,PB,,,,,,,,,
OS,NJL,CHE,ST,NO,4,PB,,,,,,,,,
OS,NJL,CHE,ST,PH,0,PB,,,,,,,,,
OS,NJL,CHE,BC,NO,12,PB,,,,,,,,,
OS,NJL,CHE,BC,PH,0,PB,,,,,,,,,
HS,NJL,CIV,OP,NO,23,PB,,,,,,,,,
HS,NJL,CIV,OP,PH,1,PB,,,,,,,,,
HS,NJL,CIV,SC,NO,6,PB,,,,,,,,,
HS,NJL,CIV,SC,PH,0,PB,,,,,,,,,
HS,NJL,CIV,ST,NO,4,PB,,,,,,,,,
HS,NJL,CIV,ST,PH,0,PB,,,,,,,,,
HS,NJL,CIV,BC,NO,12,PB,,,,,,,,,
HS,NJL,CIV,BC,PH,0,PB,,,,,,,,,
OS,NJL,CIV,OP,NO,23,PB,,,,,,,,,
OS,NJL,CIV,OP,PH,1,PB,,,,,,,,,
OS,NJL,CIV,SC,NO,7,PB,,,,,,,,,
OS,NJL,CIV,SC,PH,0,PB,,,,,,,,,
OS,NJL,CIV,ST,NO,2,PB,,,,,,,,,
OS,NJL,CIV,ST,PH,1,PB,,,,,,,,,
OS,NJL,CIV,BC,NO,13,PB,,,,,,,,,
OS,NJL,CIV,BC,PH,0,PB,,,,,,,,,
HS,NJL,CSE,OP,NO,23,PB,,,,,,,,,
HS,NJL,CSE,OP,PH,0,PB,,,,,,,,,
HS,NJL,CSE,SC,NO,6,PB,,,,,,,,,
HS,NJL,CSE,SC,PH,1,PB,,,,,,,,,
HS,NJL,CSE,ST,NO,3,PB,,,,,,,,,
HS,NJL,CSE,ST,PH,1,PB,,,,,,,,,
HS,NJL,CSE,BC,NO,12,PB,,,,,,,,,
HS,NJL,CSE,BC,PH,1,PB,,,,,,,,,
OS,NJL,CSE,OP,NO,22,PB,,,,,,,,,
OS,NJL,CSE,OP,PH,1,PB,,,,,,,,,
OS,NJL,CSE,SC,NO,7,PB,,,,,,,,,
OS,NJL,CSE,SC,PH,0,PB,,,,,,,,,
OS,NJL,CSE,ST,NO,3,PB,,,,,,,,,
OS,NJL,CSE,ST,PH,0,PB,,,,,,,,,
OS,NJL,CSE,BC,NO,12,PB,,,,,,,,,
OS,NJL,CSE,BC,PH,1,PB,,,,,,,,,
HS,NJL,ECE,OP,NO,22,PB,,,,,,,,,
HS,NJL,ECE,OP,PH,1,PB,,,,,,,,,
HS,NJL,ECE,SC,NO,6,PB,,,,,,,,,
HS,NJL,ECE,SC,PH,1,PB,,,,,,,,,
HS,NJL,ECE,ST,NO,4,PB,,,,,,,,,
HS,NJL,ECE,ST,PH,0,PB,,,,,,,,,
HS,NJL,ECE,BC,NO,12,PB,,,,,,,,,
HS,NJL,ECE,BC,PH,1,PB,,,,,,,,,
OS,NJL,ECE,OP,NO,22,PB,,,,,,,,,
OS,NJL,ECE,OP,PH,1,PB,,,,,,,,,
OS,NJL,ECE,SC,NO,7,PB,,,,,,,,,
OS,NJL,ECE,SC,PH,0,PB,,,,,,,,,
OS,NJL,ECE,ST,NO,4,PB,,,,,,,,,
OS,NJL,ECE,ST,PH,0,PB,,,,,,,,,
OS,NJL,ECE,BC,NO,11,PB,,,,,,,,,
OS,NJL,ECE,BC,PH,1,PB,,,,,,,,,
HS,NJL,ELE,OP,NO,7,PB,,,,,,,,,
HS,NJL,ELE,OP,PH,0,PB,,,,,,,,,
HS,NJL,ELE,SC,NO,3,PB,,,,,,,,,
HS,NJL,ELE,SC,PH,0,PB,,,,,,,,,
HS,NJL,ELE,ST,NO,1,PB,,,,,,,,,
HS,NJL,ELE,ST,PH,0,PB,,,,,,,,,
HS,NJL,ELE,BC,NO,4,PB,,,,,,,,,
HS,NJL,ELE,BC,PH,0,PB,,,,,,,,,
OS,NJL,ELE,OP,NO,8,PB,,,,,,,,,
OS,NJL,ELE,OP,PH,0,PB,,,,,,,,,
OS,NJL,ELE,SC,NO,2,PB,,,,,,,,,
OS,NJL,ELE,SC,PH,0,PB,,,,,,,,,
OS,NJL,ELE,ST,NO,1,PB,,,,,,,,,
OS,NJL,ELE,ST,PH,0,PB,,,,,,,,,
OS,NJL,ELE,BC,NO,3,PB,,,,,,,,,
OS,NJL,ELE,BC,PH,1,PB,,,,,,,,,
HS,NJL,ICE,OP,NO,23,PB,,,,,,,,,
HS,NJL,ICE,OP,PH,1,PB,,,,,,,,,
HS,NJL,ICE,SC,NO,7,PB,,,,,,,,,
HS,NJL,ICE,SC,PH,0,PB,,,,,,,,,
HS,NJL,ICE,ST,NO,3,PB,,,,,,,,,
HS,NJL,ICE,ST,PH,0,PB,,,,,,,,,
HS,NJL,ICE,BC,NO,11,PB,,,,,,,,,
HS,NJL,ICE,BC,PH,1,PB,,,,,,,,,
OS,NJL,ICE,OP,NO,23,PB,,,,,,,,,
OS,NJL,ICE,OP,PH,1,PB,,,,,,,,,
OS,NJL,ICE,SC,NO,6,PB,,,,,,,,,
OS,NJL,ICE,SC,PH,1,PB,,,,,,,,,
OS,NJL,ICE,ST,NO,3,PB,,,,,,,,,
OS,NJL,ICE,ST,PH,0,PB,,,,,,,,,
OS,NJL,ICE,BC,NO,13,PB,,,,,,,,,
OS,NJL,ICE,BC,PH,0,PB,,,,,,,,,
HS,NJL,IPE,OP,NO,22,PB,,,,,,,,,
HS,NJL,IPE,OP,PH,1,PB,,,,,,,,,
HS,NJL,IPE,SC,NO,7,PB,,,,,,,,,
HS,NJL,IPE,SC,PH,0,PB,,,,,,,,,
HS,NJL,IPE,ST,NO,3,PB,,,,,,,,,
HS,NJL,IPE,ST,PH,0,PB,,,,,,,,,
HS,NJL,IPE,BC,NO,13,PB,,,,,,,,,
HS,NJL,IPE,BC,PH,0,PB,,,,,,,,,
OS,NJL,IPE,OP,NO,22,PB,,,,,,,,,
OS,NJL,IPE,OP,PH,1,PB,,,,,,,,,
OS,NJL,IPE,SC,NO,7,PB,,,,,,,,,
OS,NJL,IPE,SC,PH,0,PB,,,,,,,,,
OS,NJL,IPE,ST,NO,3,PB,,,,,,,,,
OS,NJL,IPE,ST,PH,0,PB,,,,,,,,,
OS,NJL,IPE,BC,NO,13,PB,,,,,,,,,
OS,NJL,IPE,BC,PH,0,PB,,,,,,,,,
HS,NJL,ITY,OP,NO,7,PB,,,,,,,,,
HS,NJL,ITY,OP,PH,0,PB,,,,,,,,,
HS,NJL,ITY,SC,NO,3,PB,,,,,,,,,
HS,NJL,ITY,SC,PH,0,PB,,,,,,,,,
HS,NJL,ITY,ST,NO,1,PB,,,,,,,,,
HS,NJL,ITY,ST,PH,0,PB,,,,,,,,,
HS,NJL,ITY,BC,NO,4,PB,,,,,,,,,
HS,NJL,ITY,BC,PH,0,PB,,,,,,,,,
OS,NJL,ITY,OP,NO,7,PB,,,,,,,,,
OS,NJL,ITY,OP,PH,1,PB,,,,,,,,,
OS,NJL,ITY,SC,NO,2,PB,,,,,,,,,
OS,NJL,ITY,SC,PH,0,PB,,,,,,,,,
OS,NJL,ITY,ST,NO,1,PB,,,,,,,,,
OS,NJL,ITY,ST,PH,0,PB,,,,,,,,,
OS,NJL,ITY,BC,NO,4,PB,,,,,,,,,
OS,NJL,ITY,BC,PH,0,PB,,,,,,,,,
HS,NJL,MEC,OP,NO,23,PB,,,,,,,,,
HS,NJL,MEC,OP,PH,0,PB,,,,,,,,,
HS,NJL,MEC,SC,NO,7,PB,,,,,,,,,
HS,NJL,MEC,SC,PH,0,PB,,,,,,,,,
HS,NJL,MEC,ST,NO,4,PB,,,,,,,,,
HS,NJL,MEC,ST,PH,0,PB,,,,,,,,,
HS,NJL,MEC,BC,NO,12,PB,,,,,,,,,
HS,NJL,MEC,BC,PH,0,PB,,,,,,,,,
OS,NJL,MEC,OP,NO,23,PB,,,,,,,,,
OS,NJL,MEC,OP,PH,0,PB,,,,,,,,,
